User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
1258,51,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tailoring & Alteration, Painting & Renovation, Plastering & Tiling, Electrical Services, Plumbing","Tailoring & Alteration (3.7), Painting & Renovation (3.8), Plastering & Tiling (4.7), Electrical Services (3.7), Plumbing (3.7)",12
1259,46,Female,Chlef - Tacheta,"(36.153, 1.333)","Carpentry, Event Planning, Painting & Renovation, Personal Care (Home Services), Plumbing","Carpentry (3.7), Event Planning (4.0), Painting & Renovation (3.4), Personal Care (Home Services) (3.2), Plumbing (4.3)",26
1260,27,Male,Annaba - El Hadjar,"(36.862, 7.76)","Auto Repair, Home Appliance Repair, Painting & Renovation, Tutoring & Educational","Auto Repair (3.2), Home Appliance Repair (3.2), Painting & Renovation (3.9), Tutoring & Educational (4.8)",15
1261,52,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Electrical Services, Tailoring & Alteration","Electrical Services (5.0), Tailoring & Alteration (4.2)",25
1262,39,Male,Chlef - Tacheta,"(36.153, 1.333)","Tutoring & Educational, Home Appliance Repair, Personal Care (Home Services)","Tutoring & Educational (4.2), Home Appliance Repair (4.9), Personal Care (Home Services) (3.0)",15
1263,36,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Housekeeping / Cleaning, Tailoring & Alteration","Housekeeping / Cleaning (4.3), Tailoring & Alteration (4.1)",21
1264,30,Female,Skikda - La Cloche,"(36.866, 6.906)","Plumbing, Babysitting & Childcare, Tutoring & Educational, Event Planning, Home Appliance Repair","Plumbing (3.2), Babysitting & Childcare (3.7), Tutoring & Educational (4.1), Event Planning (3.2), Home Appliance Repair (3.8)",7
1265,50,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plumbing, Housekeeping / Cleaning","Plumbing (3.8), Housekeeping / Cleaning (4.7)",13
1266,25,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Housekeeping / Cleaning, Auto Repair","Housekeeping / Cleaning (3.6), Auto Repair (4.6)",8
1267,40,Male,Setif - Belkhir,"(36.185, 5.404)","Auto Repair, Home Appliance Repair, Babysitting & Childcare","Auto Repair (4.8), Home Appliance Repair (4.8), Babysitting & Childcare (4.9)",6
1268,59,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Home Appliance Repair, Event Planning","Home Appliance Repair (3.7), Event Planning (4.1)",28
1269,42,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Event Planning, Tailoring & Alteration, Carpentry, Pest Control, Plastering & Tiling","Event Planning (4.7), Tailoring & Alteration (4.1), Carpentry (4.1), Pest Control (4.2), Plastering & Tiling (4.6)",18
1270,40,Male,Constantine - Ziadia,"(36.365, 6.613)","Electrical Services, Carpentry","Electrical Services (4.0), Carpentry (4.7)",30
1271,57,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Event Planning, Housekeeping / Cleaning, Plastering & Tiling","Event Planning (4.6), Housekeeping / Cleaning (3.8), Plastering & Tiling (4.6)",25
1272,25,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Babysitting & Childcare, Plumbing, Tailoring & Alteration, Housekeeping / Cleaning","Babysitting & Childcare (4.1), Plumbing (4.3), Tailoring & Alteration (4.0), Housekeeping / Cleaning (3.8)",24
1273,55,Male,Chlef - Tacheta,"(36.153, 1.333)","Housekeeping / Cleaning, Auto Repair, Tutoring & Educational, Tailoring & Alteration, Carpentry","Housekeeping / Cleaning (3.6), Auto Repair (4.7), Tutoring & Educational (4.9), Tailoring & Alteration (3.1), Carpentry (4.0)",23
1274,27,Female,Oran - El Hassi,"(35.72, -0.63)","Auto Repair, Babysitting & Childcare, Carpentry","Auto Repair (4.6), Babysitting & Childcare (4.4), Carpentry (3.7)",27
1275,60,Male,Constantine - Ziadia,"(36.365, 6.613)","Plastering & Tiling, Plumbing, Housekeeping / Cleaning, Home Appliance Repair","Plastering & Tiling (3.1), Plumbing (4.9), Housekeeping / Cleaning (3.2), Home Appliance Repair (4.0)",11
1276,52,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Personal Care (Home Services), Carpentry, Auto Repair, Pest Control, Housekeeping / Cleaning","Personal Care (Home Services) (3.5), Carpentry (3.9), Auto Repair (4.5), Pest Control (3.8), Housekeeping / Cleaning (3.2)",23
1277,51,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Electrical Services, Babysitting & Childcare, Housekeeping / Cleaning, Auto Repair, Plumbing","Electrical Services (5.0), Babysitting & Childcare (4.8), Housekeeping / Cleaning (3.5), Auto Repair (4.9), Plumbing (3.5)",15
1278,20,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Electrical Services, Pest Control, Painting & Renovation","Electrical Services (4.6), Pest Control (4.3), Painting & Renovation (5.0)",22
1279,40,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Auto Repair, Housekeeping / Cleaning, Event Planning, Tailoring & Alteration, Carpentry","Auto Repair (4.6), Housekeeping / Cleaning (3.7), Event Planning (3.1), Tailoring & Alteration (4.2), Carpentry (3.9)",11
1280,42,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Babysitting & Childcare, Tailoring & Alteration, Carpentry","Babysitting & Childcare (3.2), Tailoring & Alteration (3.5), Carpentry (3.8)",13
1281,46,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Personal Care (Home Services), Plastering & Tiling, Event Planning","Personal Care (Home Services) (4.9), Plastering & Tiling (4.4), Event Planning (3.6)",9
1282,26,Male,Setif - Belkhir,"(36.185, 5.404)","Tutoring & Educational, Babysitting & Childcare, Pest Control, Painting & Renovation","Tutoring & Educational (3.2), Babysitting & Childcare (3.9), Pest Control (5.0), Painting & Renovation (4.2)",8
1283,27,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plumbing, Electrical Services, Housekeeping / Cleaning, Painting & Renovation","Plumbing (4.2), Electrical Services (3.2), Housekeeping / Cleaning (4.7), Painting & Renovation (3.9)",21
1284,55,Female,Setif - Belkhir,"(36.185, 5.404)","Housekeeping / Cleaning, Event Planning, Personal Care (Home Services), Carpentry","Housekeeping / Cleaning (3.3), Event Planning (4.7), Personal Care (Home Services) (4.4), Carpentry (3.4)",20
1285,32,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Event Planning, Babysitting & Childcare, Plumbing, Electrical Services, Pest Control","Event Planning (4.0), Babysitting & Childcare (3.7), Plumbing (4.1), Electrical Services (3.1), Pest Control (3.5)",30
1286,24,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Event Planning, Painting & Renovation, Auto Repair","Event Planning (4.8), Painting & Renovation (4.8), Auto Repair (4.3)",7
1287,26,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Tutoring & Educational, Tailoring & Alteration, Personal Care (Home Services)","Tutoring & Educational (3.7), Tailoring & Alteration (3.8), Personal Care (Home Services) (3.1)",20
1288,59,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Carpentry, Tailoring & Alteration, Plumbing, Event Planning","Carpentry (4.7), Tailoring & Alteration (3.2), Plumbing (4.7), Event Planning (4.2)",13
1289,40,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Plumbing","Painting & Renovation (4.5), Plumbing (4.4)",6
1290,56,Female,Biskra - El Hassi,"(34.85, 5.72)","Plumbing, Event Planning, Painting & Renovation, Home Appliance Repair","Plumbing (4.0), Event Planning (3.1), Painting & Renovation (4.6), Home Appliance Repair (4.3)",12
1291,25,Male,Chlef - Tacheta,"(36.153, 1.333)","Painting & Renovation, Babysitting & Childcare","Painting & Renovation (3.8), Babysitting & Childcare (4.1)",11
1292,33,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Babysitting & Childcare, Painting & Renovation, Plumbing, Auto Repair","Babysitting & Childcare (3.9), Painting & Renovation (4.1), Plumbing (4.2), Auto Repair (4.5)",11
1293,47,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tailoring & Alteration, Painting & Renovation, Tutoring & Educational","Tailoring & Alteration (4.6), Painting & Renovation (4.7), Tutoring & Educational (4.9)",23
1294,56,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Tailoring & Alteration, Babysitting & Childcare, Pest Control","Tailoring & Alteration (3.3), Babysitting & Childcare (3.7), Pest Control (4.1)",24
1295,53,Female,Illizi - Djanet,"(26.269, 9.484)","Electrical Services, Pest Control, Home Appliance Repair","Electrical Services (3.6), Pest Control (4.2), Home Appliance Repair (3.8)",17
1296,45,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tailoring & Alteration, Plastering & Tiling, Housekeeping / Cleaning, Pest Control","Tailoring & Alteration (3.3), Plastering & Tiling (3.0), Housekeeping / Cleaning (3.1), Pest Control (4.7)",19
1297,39,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Plastering & Tiling, Plumbing, Home Appliance Repair","Plastering & Tiling (3.1), Plumbing (3.5), Home Appliance Repair (3.4)",18
1298,50,Female,Annaba - El Hadjar,"(36.862, 7.76)","Housekeeping / Cleaning, Home Appliance Repair, Event Planning, Plastering & Tiling","Housekeeping / Cleaning (3.6), Home Appliance Repair (3.3), Event Planning (3.6), Plastering & Tiling (3.7)",24
1299,19,Female,Chlef - Tacheta,"(36.153, 1.333)","Auto Repair, Carpentry, Personal Care (Home Services), Electrical Services, Babysitting & Childcare","Auto Repair (3.5), Carpentry (4.7), Personal Care (Home Services) (4.4), Electrical Services (4.6), Babysitting & Childcare (3.6)",8
1300,18,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Tutoring & Educational, Auto Repair, Pest Control","Tutoring & Educational (4.5), Auto Repair (4.8), Pest Control (3.8)",26
1301,38,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tailoring & Alteration, Housekeeping / Cleaning, Tutoring & Educational, Painting & Renovation","Tailoring & Alteration (4.3), Housekeeping / Cleaning (4.8), Tutoring & Educational (4.8), Painting & Renovation (4.3)",10
1302,22,Male,Batna - Aïn Touta,"(35.552, 5.804)","Electrical Services, Painting & Renovation, Auto Repair, Carpentry","Electrical Services (4.5), Painting & Renovation (4.5), Auto Repair (3.8), Carpentry (4.8)",11
1303,35,Male,Skikda - La Cloche,"(36.866, 6.906)","Painting & Renovation, Pest Control","Painting & Renovation (3.7), Pest Control (4.2)",19
1304,50,Male,Setif - Belkhir,"(36.185, 5.404)","Tutoring & Educational, Plumbing, Electrical Services, Housekeeping / Cleaning","Tutoring & Educational (3.7), Plumbing (3.2), Electrical Services (4.0), Housekeeping / Cleaning (3.4)",5
1305,48,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Housekeeping / Cleaning, Pest Control, Home Appliance Repair, Electrical Services, Carpentry","Housekeeping / Cleaning (3.9), Pest Control (4.1), Home Appliance Repair (3.6), Electrical Services (4.3), Carpentry (4.4)",28
1306,36,Female,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Plastering & Tiling, Event Planning, Auto Repair","Tutoring & Educational (4.3), Plastering & Tiling (3.8), Event Planning (4.8), Auto Repair (3.3)",7
1307,54,Female,Batna - Aïn Touta,"(35.552, 5.804)","Event Planning, Electrical Services, Tutoring & Educational, Carpentry","Event Planning (3.8), Electrical Services (3.5), Tutoring & Educational (4.7), Carpentry (3.5)",26
1308,58,Female,Skikda - La Cloche,"(36.866, 6.906)","Pest Control, Electrical Services","Pest Control (4.7), Electrical Services (3.1)",30
1309,24,Male,Batna - Aïn Touta,"(35.552, 5.804)","Carpentry, Pest Control","Carpentry (3.3), Pest Control (3.1)",5
1310,26,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Tutoring & Educational, Home Appliance Repair","Tutoring & Educational (4.7), Home Appliance Repair (4.2)",21
1311,25,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Carpentry, Babysitting & Childcare","Carpentry (3.1), Babysitting & Childcare (3.8)",11
1312,21,Female,Blida - Chrea,"(36.482, 2.831)","Auto Repair, Home Appliance Repair, Tutoring & Educational, Pest Control, Housekeeping / Cleaning","Auto Repair (3.0), Home Appliance Repair (4.5), Tutoring & Educational (4.1), Pest Control (3.7), Housekeeping / Cleaning (3.3)",19
1313,22,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Tailoring & Alteration, Painting & Renovation","Tailoring & Alteration (3.1), Painting & Renovation (4.6)",30
1314,35,Male,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Pest Control, Plastering & Tiling","Personal Care (Home Services) (3.3), Pest Control (3.1), Plastering & Tiling (4.0)",9
1315,43,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Housekeeping / Cleaning, Auto Repair, Home Appliance Repair, Personal Care (Home Services)","Housekeeping / Cleaning (3.3), Auto Repair (4.9), Home Appliance Repair (3.0), Personal Care (Home Services) (3.6)",13
1316,36,Male,Adrar - Timimoun,"(27.46, 0.286)","Auto Repair, Tutoring & Educational, Babysitting & Childcare, Home Appliance Repair, Event Planning","Auto Repair (4.6), Tutoring & Educational (3.1), Babysitting & Childcare (3.4), Home Appliance Repair (4.7), Event Planning (4.4)",16
1317,50,Male,El Oued - Guemar,"(33.133, 6.9)","Plastering & Tiling, Auto Repair, Pest Control, Event Planning, Tailoring & Alteration","Plastering & Tiling (3.3), Auto Repair (4.5), Pest Control (4.1), Event Planning (3.3), Tailoring & Alteration (4.2)",8
1318,20,Male,Batna - Aïn Touta,"(35.552, 5.804)","Auto Repair, Housekeeping / Cleaning, Carpentry, Plumbing, Home Appliance Repair","Auto Repair (4.9), Housekeeping / Cleaning (4.8), Carpentry (3.0), Plumbing (3.4), Home Appliance Repair (3.1)",19
1319,52,Female,Biskra - El Hassi,"(34.85, 5.72)","Housekeeping / Cleaning, Plumbing, Pest Control, Tailoring & Alteration","Housekeeping / Cleaning (4.2), Plumbing (3.3), Pest Control (3.4), Tailoring & Alteration (3.5)",9
1320,23,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Electrical Services, Tutoring & Educational","Electrical Services (4.6), Tutoring & Educational (4.7)",27
1321,22,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Plumbing, Electrical Services, Painting & Renovation, Carpentry","Pest Control (3.7), Plumbing (4.2), Electrical Services (4.3), Painting & Renovation (3.9), Carpentry (3.2)",30
1322,52,Male,Batna - Aïn Touta,"(35.552, 5.804)","Electrical Services, Tailoring & Alteration, Pest Control, Home Appliance Repair, Personal Care (Home Services)","Electrical Services (3.4), Tailoring & Alteration (3.7), Pest Control (3.5), Home Appliance Repair (5.0), Personal Care (Home Services) (4.3)",10
1323,35,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Home Appliance Repair, Painting & Renovation","Home Appliance Repair (4.4), Painting & Renovation (3.6)",28
1324,34,Male,Setif - Belkhir,"(36.185, 5.404)","Personal Care (Home Services), Plumbing, Home Appliance Repair, Babysitting & Childcare, Carpentry","Personal Care (Home Services) (3.5), Plumbing (4.7), Home Appliance Repair (3.5), Babysitting & Childcare (4.3), Carpentry (4.2)",28
1325,44,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Tutoring & Educational, Babysitting & Childcare, Housekeeping / Cleaning, Home Appliance Repair, Event Planning","Tutoring & Educational (3.3), Babysitting & Childcare (3.3), Housekeeping / Cleaning (4.9), Home Appliance Repair (5.0), Event Planning (3.8)",20
1326,27,Female,Illizi - Djanet,"(26.269, 9.484)","Plastering & Tiling, Event Planning, Home Appliance Repair","Plastering & Tiling (4.2), Event Planning (3.5), Home Appliance Repair (4.3)",25
1327,28,Female,Tiaret - Merine,"(35.371, 1.315)","Personal Care (Home Services), Painting & Renovation, Plumbing","Personal Care (Home Services) (3.8), Painting & Renovation (4.8), Plumbing (3.2)",28
1328,49,Female,Constantine - Ziadia,"(36.365, 6.613)","Event Planning, Tailoring & Alteration, Housekeeping / Cleaning","Event Planning (4.5), Tailoring & Alteration (4.6), Housekeeping / Cleaning (4.9)",24
1329,35,Male,Skikda - La Cloche,"(36.866, 6.906)","Electrical Services, Tailoring & Alteration, Plumbing, Carpentry","Electrical Services (3.7), Tailoring & Alteration (4.7), Plumbing (3.8), Carpentry (4.4)",21
1330,47,Female,Adrar - Timimoun,"(27.46, 0.286)","Pest Control, Event Planning, Personal Care (Home Services), Babysitting & Childcare, Tailoring & Alteration","Pest Control (5.0), Event Planning (3.9), Personal Care (Home Services) (3.1), Babysitting & Childcare (4.5), Tailoring & Alteration (4.1)",16
1331,48,Male,Biskra - El Hassi,"(34.85, 5.72)","Pest Control, Babysitting & Childcare, Carpentry","Pest Control (4.7), Babysitting & Childcare (3.5), Carpentry (4.9)",21
1332,51,Male,Chlef - Tacheta,"(36.153, 1.333)","Tutoring & Educational, Housekeeping / Cleaning, Tailoring & Alteration","Tutoring & Educational (3.6), Housekeeping / Cleaning (4.7), Tailoring & Alteration (3.4)",21
1333,55,Male,Adrar - Timimoun,"(27.46, 0.286)","Plastering & Tiling, Auto Repair","Plastering & Tiling (4.2), Auto Repair (3.9)",10
1334,28,Male,Tiaret - Merine,"(35.371, 1.315)","Plumbing, Tailoring & Alteration, Babysitting & Childcare, Tutoring & Educational","Plumbing (4.9), Tailoring & Alteration (4.7), Babysitting & Childcare (4.2), Tutoring & Educational (4.8)",16
1335,57,Male,Skikda - La Cloche,"(36.866, 6.906)","Tailoring & Alteration, Babysitting & Childcare, Plumbing, Painting & Renovation","Tailoring & Alteration (3.2), Babysitting & Childcare (4.0), Plumbing (3.5), Painting & Renovation (3.0)",5
1336,24,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Painting & Renovation, Plumbing, Carpentry, Home Appliance Repair, Auto Repair","Painting & Renovation (3.6), Plumbing (4.5), Carpentry (4.3), Home Appliance Repair (4.6), Auto Repair (4.0)",17
1337,37,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Painting & Renovation, Plumbing, Auto Repair, Tutoring & Educational, Housekeeping / Cleaning","Painting & Renovation (4.8), Plumbing (3.2), Auto Repair (3.5), Tutoring & Educational (4.4), Housekeeping / Cleaning (4.0)",10
1338,22,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tutoring & Educational, Pest Control, Housekeeping / Cleaning, Event Planning, Painting & Renovation","Tutoring & Educational (3.2), Pest Control (4.2), Housekeeping / Cleaning (4.1), Event Planning (4.6), Painting & Renovation (4.0)",21
